TARGET_B,ID,TARGET_D,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll,DemCluster,DemAge,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,DemMedIncome
1,151653,10,5,20,3,16,10,8.2,6.35,8.67,19,125,13,34,76,6,17,33,S,1,8,73,U,U,"$145,500 ",34,$0 
1,151629,15,4,8,3,4,15,13,9.5,12.33,19,57,13,31,45,6,15,18,A,1,8,61,F,U,"$158,600 ",37,$0 
0,151614,,2,2,0,0,16,10.5,10.5,,18,32,10,25,23,4,4,9,A,0,19,34,F,H,"$139,900 ",29,"$40,276 "
1,151600,21,1,1,1,1,15,15,15,15,26,26,7,15,12,3,8,7,N,0,19,31,M,H,"$156,000 ",41,"$40,276 "
1,153967,5,3,20,1,14,5,5,5.15,5,18,119,12,29,73,5,12,30,S,1,21,,F,U,"$131,600 ",18,$0 
1,151679,23,1,2,0,0,22,22,21,,16,40,12,29,31,6,6,13,A,0,21,57,F,H,"$147,800 ",30,"$37,530 "
1,151702,15,2,7,2,6,15,15,11.57,15,23,65,13,35,54,6,17,21,A,1,34,54,F,H,"$214,500 ",46,"$83,961 "
1,151695,35,1,1,1,1,25,25,25,25,18,18,10,15,12,4,6,5,F,0,35,,M,H,"$249,800 ",42,"$83,961 "
0,151738,,4,9,2,4,50,31.25,19.22,25,19,104,9,25,43,4,12,17,A,0,17,,M,H,"$189,600 ",33,"$55,293 "
1,151730,5,6,11,5,7,5,5,5,5,15,65,12,32,49,6,16,20,A,1,5,,F,U,"$152,200 ",48,$0 
1,152151,42,2,7,0,2,42,41,23.86,,18,75,13,35,57,6,6,22,A,0,21,,M,U,"$144,700 ",46,$0 
0,151768,,4,19,3,9,12,8.25,5.89,9,22,75,13,34,58,5,15,23,A,1,20,50,F,H,"$161,700 ",33,"$52,584 "
1,151766,4,6,12,4,6,3,4,4,4,16,64,9,22,34,4,10,14,A,1,20,71,F,H,"$166,300 ",41,"$52,584 "
1,151806,4,6,26,2,13,3,4.5,4.5,5,15,124,11,27,68,5,14,30,S,1,16,72,M,U,"$142,000 ",31,"$45,667 "
1,151788,10,4,5,3,3,11,11.25,10.2,11,17,24,14,23,24,6,11,9,N,1,8,64,F,H,"$140,700 ",32,"$45,667 "
0,151812,,8,12,4,5,10,7.38,6.58,7.25,18,40,12,31,33,6,16,15,S,1,10,,M,U,"$110,200 ",22,$0 
1,151828,10,2,9,1,5,20,15,9.67,10,18,77,13,33,53,6,15,22,A,0,10,70,M,H,"$95,600 ",26,"$31,712 "
1,151819,6,7,10,3,3,7,6.71,5.7,6.33,18,52,8,26,28,4,13,12,S,1,10,51,M,H,"$117,000 ",11,"$31,712 "
0,151816,,2,2,0,0,20,12.5,12.5,,25,30,9,22,21,4,4,8,A,0,10,54,F,H,"$103,400 ",21,"$31,712 "
1,152133,5,3,3,2,2,25,21.67,21.67,22.5,16,32,17,33,33,6,13,11,A,0,21,,F,U,"$118,500 ",32,$0 
0,151881,,2,12,1,8,10,15,10.83,10,18,128,12,32,74,5,14,29,E,1,12,59,F,H,"$162,300 ",39,"$48,095 "
0,153551,,1,2,0,1,25,25,22.5,,25,41,12,22,22,5,5,10,A,0,0,,M,U,"$176,100 ",0,"$51,707 "
0,151871,,3,20,2,8,25,20,8.85,25,19,68,13,34,58,6,16,22,S,1,20,47,F,U,"$176,100 ",36,"$51,707 "
1,151904,15,2,6,2,5,15,15,10.83,15,21,69,11,28,50,5,13,19,A,0,28,81,M,H,"$108,800 ",47,"$38,438 "
1,151902,10,5,7,4,4,10,7.6,7.29,8,15,33,14,30,28,6,13,11,A,1,28,47,M,H,"$108,800 ",47,"$38,438 "
1,151907,6,4,5,4,4,7,5.25,5.4,5.25,16,28,14,26,25,6,12,10,A,1,22,38,F,H,"$347,700 ",22,"$67,966 "
1,152010,5,6,13,3,8,5,5,3.46,5,16,122,13,32,55,6,14,24,A,1,13,76,M,H,"$354,000 ",37,"$87,416 "
1,151995,25,2,5,2,4,32,29.5,22.8,29.5,25,57,13,34,48,6,17,20,A,0,11,74,F,H,"$188,100 ",36,"$87,416 "
1,151986,15,2,3,1,1,15,11,9,7,15,40,8,23,27,2,8,9,E,0,13,76,F,H,"$259,800 ",47,"$87,416 "
0,152029,,1,7,0,2,20,20,11.57,,17,113,13,26,55,6,6,22,A,0,13,72,M,H,"$325,200 ",52,"$112,355 "
1,152054,25,2,6,0,2,12,18.5,11.83,,15,75,13,30,48,6,6,18,A,0,12,73,F,H,"$229,700 ",32,"$64,192 "
1,152053,25,3,15,2,6,10,20,12.53,17.5,18,65,13,32,57,6,17,24,S,1,14,44,F,H,"$307,100 ",29,"$64,192 "
1,152036,15,1,1,1,1,15,15,15,15,17,17,11,16,14,4,6,5,F,0,13,,F,U,"$294,700 ",35,$0 
1,151891,15,5,9,2,4,15,9.6,11.44,13,16,57,16,31,43,6,13,15,A,1,17,,F,U,"$275,000 ",35,$0 
1,152119,10,4,14,2,8,5,5.5,5.36,6,18,114,10,25,59,4,10,25,S,1,13,79,F,H,"$195,800 ",38,"$41,929 "
1,152118,4,8,41,6,21,5,4.25,3,4,16,130,11,30,77,5,15,32,S,1,20,75,F,H,"$164,400 ",34,"$41,929 "
1,152094,10,5,7,4,6,10,7.8,7,7.25,16,45,12,33,39,6,16,16,S,1,18,45,F,H,"$154,600 ",33,"$41,929 "
1,152092,5,6,7,4,4,5,3.83,3.71,3.75,17,41,12,31,31,6,15,14,A,0,31,65,F,U,"$123,200 ",29,"$41,929 "
0,152075,,1,5,0,1,50,50,19.2,,18,75,13,30,46,6,6,20,A,0,21,31,M,H,"$138,800 ",31,"$41,929 "
1,152169,5,2,20,1,8,20,17.5,10.6,20,22,130,13,34,75,6,16,31,A,0,18,78,F,H,"$197,600 ",41,"$45,864 "
1,152149,10,4,10,1,3,7,6.75,6.2,7,18,69,13,33,53,6,15,20,A,0,20,59,M,H,"$153,800 ",35,"$45,864 "
0,152132,,6,8,4,4,12,11.67,10.38,11,20,35,12,29,30,6,15,13,A,1,31,,F,U,"$109,800 ",32,$0 
0,152126,,2,3,2,2,6,13.5,11,13.5,18,23,14,26,24,6,12,10,N,0,31,,U,U,"$109,800 ",32,$0 
1,9287,8,6,25,3,12,10,8.67,7.2,8,18,89,14,34,72,6,17,26,S,1,18,58,M,H,"$143,200 ",38,"$45,864 "
0,152219,,2,16,0,6,10,10,11.06,,18,87,13,32,62,6,6,24,S,1,26,,F,U,"$147,600 ",28,$0 
0,151982,,2,3,2,3,15,9,12.67,9,21,29,12,25,24,6,13,11,A,0,15,35,F,H,"$290,000 ",30,"$79,477 "
1,187142,24,2,17,1,8,25,18,18.06,19,7,162,16,36,81,7,17,31,S,1,30,84,M,H,"$127,700 ",15,"$42,334 "
0,152287,,3,10,2,6,13,19.67,12.2,24,20,56,12,33,50,5,15,20,A,0,24,,F,H,"$298,100 ",50,"$54,860 "
0,152286,,5,12,4,6,20,18.2,15.25,17.75,21,45,13,32,41,6,17,17,S,1,25,41,F,U,"$190,500 ",37,$0 
1,152283,10,2,3,0,1,15,12.5,10,,19,44,10,26,31,4,4,11,A,0,29,61,F,U,"$281,300 ",56,$0 
0,152281,,1,2,0,1,25,25,15,,26,44,10,26,30,5,5,12,A,0,18,37,M,H,"$222,400 ",29,"$54,860 "
1,152325,25,1,1,1,1,25,25,25,25,22,22,10,16,14,4,7,6,N,0,18,51,M,H,"$172,800 ",30,"$51,240 "
1,7494,6,5,25,2,12,7,5.8,5.24,6,21,119,12,30,79,5,13,32,S,1,26,74,F,H,"$150,000 ",35,"$51,240 "
1,154931,10,5,6,2,3,10,8.6,8,10,19,41,14,34,37,6,15,14,A,0,28,,F,U,"$180,900 ",37,$0 
1,152376,10,1,9,1,4,20,20,9.44,20,24,112,12,32,66,6,15,27,A,0,19,,F,U,"$295,900 ",35,"$54,152 "
1,152380,30,3,10,0,5,35,31.67,22.2,,19,125,13,35,71,6,6,31,S,1,40,82,M,H,"$232,500 ",33,"$54,152 "
0,146750,,1,9,0,4,15,15,12.11,,18,111,11,24,60,4,4,25,A,0,33,,F,U,"$171,200 ",56,"$54,152 "
0,152417,,2,15,0,8,30,25,10.73,,18,128,13,34,72,6,6,32,A,0,14,39,F,H,"$216,900 ",36,$0 
1,152418,12,4,16,2,10,13,12.75,11.63,13,16,125,15,36,70,6,16,29,S,1,46,66,M,U,"$163,700 ",36,"$51,860 "
1,152470,45,2,11,2,8,35,40,23.73,40,22,130,13,34,76,6,17,30,A,0,13,,F,U,"$572,500 ",31,$0 
0,152468,,2,10,2,6,12,21,17.5,21,23,112,11,29,65,5,14,27,A,1,13,73,F,H,"$388,500 ",22,"$95,837 "
0,152461,,2,10,1,5,10,15,13.8,10,24,89,10,28,56,5,13,22,A,1,13,81,M,H,"$542,700 ",39,"$95,837 "
1,4017,15,1,13,0,5,15,15,9.92,,18,85,13,30,64,4,4,23,A,1,13,65,F,H,"$572,500 ",31,"$95,837 "
1,43104,9,4,22,2,13,10,7.5,5.84,8,17,130,14,36,78,6,17,33,S,1,23,40,F,U,"$500,000 ",34,"$95,837 "
1,186448,10,6,33,3,13,10,5.5,5.61,5,6,78,24,42,73,6,15,24,S,1,13,,M,U,"$572,500 ",31,$0 
0,191316,,4,6,1,2,20,18.5,16,20,18,53,15,34,45,6,14,17,A,0,0,72,F,U,"$381,300 ",21,"$95,837 "
1,152509,20,1,14,1,8,20,20,13.21,20,19,126,11,23,58,4,9,20,A,1,18,,F,H,"$172,500 ",34,"$55,139 "
0,152505,,2,11,0,6,15,14.5,9,,26,113,11,32,64,5,5,27,A,1,16,58,F,H,"$174,400 ",37,"$55,139 "
1,152494,5,7,18,6,11,10,19.29,15.56,19.17,18,69,13,34,61,6,17,24,S,1,12,75,M,H,"$227,800 ",41,"$55,139 "
0,152487,,2,3,1,1,15,15,13.33,15,19,44,10,27,34,4,11,12,A,0,12,73,M,H,"$186,500 ",25,"$55,139 "
1,152486,5,6,8,5,6,7,6,5.5,5.8,15,42,10,29,32,5,14,13,A,1,16,73,M,U,"$153,800 ",39,"$55,139 "
1,116539,19,4,21,3,10,19,19.25,13.43,19,20,122,13,34,80,6,17,34,A,1,36,67,F,U,"$160,600 ",27,$0 
1,152528,20,1,1,1,1,15,15,15,15,17,17,10,15,13,4,6,5,F,0,28,55,F,H,"$160,600 ",42,$0 
0,152545,,5,7,3,3,5,41.6,41.86,36.67,15,36,17,38,39,6,16,14,A,0,33,70,M,H,$0 ,48,"$37,610 "
0,152537,,1,1,1,1,25,25,25,25,24,24,11,21,19,4,8,7,N,0,25,,M,U,"$173,600 ",33,$0 
1,152527,23,1,1,1,1,23,23,23,23,17,17,11,16,14,5,7,6,F,0,27,52,F,H,"$185,400 ",31,"$37,610 "
0,180514,,2,8,1,4,15,13,8.75,11,25,77,12,33,50,6,16,21,A,1,38,,F,U,"$167,900 ",34,$0 
0,152587,,5,10,2,4,15,13.4,10.5,14,18,66,13,35,57,6,17,22,A,0,39,,M,U,"$134,400 ",4,$0 
1,152621,10,2,13,1,9,10,10,7.62,10,16,104,8,27,62,4,13,24,S,1,24,79,M,H,"$244,900 ",37,"$60,513 "
0,152617,,1,6,0,2,15,15,10.83,,26,79,10,26,49,5,5,19,A,0,20,57,M,U,"$215,500 ",40,$0 
0,151983,,3,3,2,2,15,15,15,15,17,29,12,25,23,6,13,11,A,1,11,77,M,H,"$157,300 ",24,"$60,513 "
1,38165,14,3,11,0,5,10,14,10.36,,15,76,13,34,57,6,6,23,A,1,6,51,F,H,"$198,500 ",16,"$60,513 "
0,152670,,1,12,1,6,10,16,8.83,16,18,80,13,31,60,6,14,22,S,1,20,,U,U,"$184,100 ",39,$0 
1,152657,15,1,8,1,4,12,12,11.63,12,16,51,14,35,44,6,16,19,A,1,20,47,F,U,"$184,100 ",39,$0 
1,152641,50,1,1,1,1,30,30,30,30,24,24,10,20,19,5,9,8,N,0,21,,F,U,"$153,800 ",25,$0 
0,152741,,1,9,0,4,25,25,10.78,,15,100,10,26,60,3,3,22,E,0,18,51,M,H,"$160,100 ",36,"$77,367 "
1,152737,7,9,17,6,10,8,6.78,8.94,7,16,87,13,30,62,6,16,26,S,1,12,,M,H,"$231,200 ",31,"$77,367 "
1,136768,2,2,12,1,6,10,7.5,6.33,5,19,57,13,33,49,6,15,20,S,1,12,44,F,H,"$231,200 ",31,"$77,367 "
1,132347,20,3,3,3,3,20,14,14,14,17,33,13,31,30,6,15,13,A,0,24,,M,U,"$387,400 ",30,$0 
0,152784,,5,15,4,10,21,19.6,14,20,21,128,12,33,68,6,17,31,S,1,40,43,U,H,"$164,500 ",31,"$65,342 "
0,152783,,2,11,2,10,16,11.5,6.45,11.5,24,128,12,30,65,6,14,28,A,1,35,,F,U,"$221,000 ",42,$0 
0,152781,,2,10,2,8,25,22.5,10.8,22.5,17,119,13,34,59,6,16,24,A,1,38,,M,U,"$166,700 ",32,$0 
0,152796,,3,8,3,5,25,23.33,17.88,23.33,16,90,14,35,57,6,17,25,A,0,12,,M,H,"$500,000 ",32,"$200,001 "
1,152847,37,5,21,2,9,22,18.4,14.81,19,19,97,13,35,71,6,17,28,A,1,13,77,M,H,"$279,900 ",51,"$50,607 "
1,152822,20,1,3,1,3,15,15,10,15,19,43,10,27,31,4,11,12,A,0,17,31,F,H,"$171,400 ",30,"$50,607 "
1,152821,11,4,5,3,4,5,6.5,5.8,6.67,15,41,13,30,31,6,15,14,A,1,20,43,F,H,"$163,300 ",33,"$50,607 "
1,152816,35,2,3,0,0,20,17.5,15,,25,31,11,27,25,6,6,12,A,0,20,65,F,H,"$199,000 ",31,"$50,607 "
0,152898,,3,6,1,3,11,10.33,7.67,11,17,69,12,30,44,6,13,16,A,0,18,41,F,H,"$151,700 ",34,"$58,060 "
0,154427,,2,3,2,2,16,12.5,13.67,12.5,19,29,12,26,26,6,13,11,A,0,23,,F,H,"$226,900 ",38,"$93,752 "
1,153001,5,6,20,4,9,5,5.33,6.3,5.5,16,96,15,36,76,6,17,30,S,1,20,45,M,H,"$196,000 ",30,"$48,772 "
1,152990,20,4,10,3,6,15,12.5,10,11.67,22,93,12,33,62,6,17,25,A,1,27,36,F,U,"$177,500 ",30,$0 
0,152994,,3,16,3,8,11,10.33,7.44,10.33,16,123,13,34,71,5,15,30,A,1,27,68,F,H,"$192,500 ",40,"$48,772 "
0,152986,,2,7,0,1,27,26,19.57,,18,80,13,34,58,6,6,23,A,0,24,77,F,H,"$237,500 ",38,"$48,772 "
0,152964,,2,2,1,1,19,17,17,15,18,29,10,23,21,4,10,9,A,0,24,45,F,H,"$237,500 ",38,"$48,772 "
1,152961,8,1,1,1,1,20,20,20,20,24,24,8,18,16,3,7,6,N,0,24,63,F,H,"$237,500 ",38,"$48,772 "
0,152957,,1,1,1,1,15,15,15,15,19,19,10,15,12,4,6,5,F,0,28,66,M,H,"$158,500 ",40,"$48,772 "
0,152590,,1,1,0,0,20,20,20,,15,15,8,10,10,3,3,4,E,0,24,,M,U,"$177,500 ",28,"$48,772 "
0,1480,,4,10,1,3,35,33.75,33,35,7,57,20,39,69,9,19,28,A,1,9,,F,U,"$150,700 ",22,"$48,772 "
1,153026,10,3,14,2,11,11,10.67,6.21,10.5,18,103,13,31,62,6,15,27,S,1,31,71,F,H,"$162,500 ",36,"$48,361 "
0,153010,,2,3,1,2,10,7.5,8.33,10,18,26,12,24,20,6,11,9,N,0,31,75,F,H,"$162,500 ",36,"$48,361 "
1,132097,13,4,8,3,5,10,14.25,12.38,15.67,19,56,8,29,43,4,15,18,A,0,36,59,F,H,"$198,800 ",46,"$48,361 "
1,190859,10,10,35,8,17,10,9.4,8.71,9.38,4,125,20,41,86,10,21,36,S,1,31,81,F,U,"$228,800 ",26,$0 
0,153044,,1,1,1,1,25,25,25,25,16,16,12,16,13,5,7,6,F,0,21,,M,U,"$205,000 ",0,$0 
1,153053,16,1,4,1,4,16,16,9.75,16,21,57,5,20,37,2,8,12,A,0,4,,F,U,"$275,000 ",45,"$40,149 "
0,153067,,2,2,1,1,20,11.5,11.5,3,18,31,10,16,13,4,6,5,A,0,10,83,F,H,"$102,500 ",35,"$26,049 "
1,185353,3,9,28,5,14,3,3.22,3.04,3.4,13,105,17,36,66,8,19,29,S,1,10,79,F,H,"$106,300 ",32,"$26,049 "
0,153081,,6,6,5,5,14,11.83,11.83,11.2,16,33,15,32,31,6,15,13,S,1,2,74,M,H,"$408,500 ",24,"$61,741 "
0,153117,,3,6,2,4,15,15,11.33,15,18,65,12,32,46,6,16,19,A,0,9,39,F,H,"$157,600 ",37,"$32,704 "
0,153116,,3,4,2,3,15,10,8.75,7.5,20,45,11,27,33,5,12,13,A,1,3,,M,U,"$213,100 ",30,$0 
0,153105,,1,1,1,1,15,15,15,15,16,16,12,17,14,4,6,5,F,0,7,25,M,H,"$172,700 ",27,"$32,704 "
0,153157,,4,20,1,8,10,13,6.85,10,19,88,16,38,68,6,17,26,S,1,5,,F,H,"$122,500 ",41,"$25,014 "
0,153131,,1,1,1,1,23,23,23,23,16,16,14,19,16,5,7,6,F,0,10,,M,U,"$93,400 ",26,$0 
0,153129,,1,1,1,1,15,15,15,15,16,16,10,15,13,4,6,5,F,0,10,42,M,H,"$110,100 ",18,"$25,014 "
1,153213,5,3,14,2,10,18,14,13.14,12,26,112,12,34,60,5,16,25,A,1,2,,F,H,"$297,700 ",32,"$56,402 "
1,186251,17,2,15,2,12,15,16,13.07,16,9,103,21,41,80,7,17,30,A,1,2,87,F,H,"$383,600 ",47,"$56,402 "
0,3063,,3,13,2,4,10,12.33,9.46,12,5,92,32,50,62,7,17,22,A,1,18,80,M,H,"$452,600 ",42,"$59,553 "
0,153261,,6,25,5,17,5,5.33,5.04,5,17,105,11,28,68,5,15,28,S,1,11,63,F,H,"$332,400 ",22,"$59,553 "
0,153239,,3,3,2,2,20,20,20,20,16,32,13,28,26,6,13,11,A,0,3,43,M,H,"$270,600 ",30,"$59,553 "
0,113564,,2,13,2,8,16,15.5,9.92,15.5,20,113,13,28,67,6,14,26,S,1,25,48,M,H,"$325,800 ",12,"$59,553 "
0,153309,,3,12,1,8,10,7,5.33,10,18,126,13,30,65,6,13,27,S,1,17,79,F,H,"$192,200 ",37,"$50,777 "
1,153301,15,3,19,1,8,16,15.33,8.58,16,17,105,14,33,73,6,15,27,S,1,9,,M,U,"$343,800 ",45,"$50,777 "
1,153319,35,1,1,1,1,20,20,20,20,20,20,10,17,16,4,7,6,F,0,3,51,F,H,"$151,000 ",33,"$47,281 "
1,153353,27,3,5,2,3,30,25,18.2,22.5,18,52,13,33,41,6,15,17,A,0,10,70,F,U,"$88,500 ",8,$0 
0,153380,,2,11,1,4,25,22.5,15.36,20,23,67,13,34,56,6,17,23,A,1,8,55,M,H,"$101,900 ",28,"$47,662 "
0,153378,,3,6,1,3,6,11.67,9.5,13,18,57,12,27,41,6,13,16,A,0,6,57,M,H,"$126,700 ",38,"$47,662 "
1,151846,10,3,4,2,2,9,5.67,5.75,4,15,21,14,21,19,5,8,7,N,0,12,,M,U,"$123,400 ",39,$0 
1,153427,10,3,10,2,4,15,12.67,12.8,11.5,18,113,13,33,64,6,15,25,A,0,7,71,F,H,"$185,500 ",13,"$38,563 "
1,153404,25,2,2,1,1,25,22.5,22.5,25,23,32,13,27,26,6,12,10,A,0,5,50,M,H,"$159,600 ",32,"$38,563 "
0,153273,,2,2,2,2,16,13,13,13,16,20,14,21,19,5,8,7,N,0,25,,M,H,"$159,600 ",32,"$38,563 "
0,34726,,2,5,1,4,17,16,12.6,15,15,76,13,30,52,4,11,17,A,1,17,,F,U,"$138,100 ",38,$0 
1,7402,75,1,5,1,4,75,75,70,75,21,74,16,36,72,6,16,23,A,0,3,59,F,H,"$291,500 ",25,"$38,563 "
1,153450,47,3,10,1,6,35,30,24.5,25,18,84,12,30,62,6,16,27,S,1,9,,U,U,"$186,500 ",49,$0 
0,153445,,1,2,0,1,50,50,27,,16,53,12,16,24,6,6,9,A,0,3,75,F,H,"$204,400 ",32,"$38,230 "
1,153528,5,4,21,3,12,5,3.75,3.3,3.67,21,130,12,30,71,6,14,27,S,1,20,,F,U,"$162,000 ",39,$0 
0,153512,,1,4,0,1,15,15,11,,15,77,10,27,42,4,4,15,A,0,12,76,M,H,"$197,100 ",36,"$54,266 "
0,153501,,3,5,1,2,15,13.67,11,15,18,56,12,33,44,6,16,18,A,0,5,81,F,H,"$200,000 ",35,"$54,266 "
0,153500,,2,5,1,3,15,15,10.4,15,24,57,12,32,43,6,15,18,A,0,20,,F,U,"$175,900 ",36,$0 
0,153499,,1,5,1,3,25,25,16.6,25,21,51,13,34,44,6,17,20,A,0,24,72,M,U,"$289,600 ",37,$0 
0,153469,,1,1,1,1,15,15,15,15,16,16,11,16,13,4,6,5,F,0,5,,M,U,"$200,000 ",35,$0 
1,153467,21,1,1,1,1,15,15,15,15,17,17,10,15,13,4,6,5,F,1,12,74,M,U,"$197,100 ",36,"$54,266 "
1,578,10,4,13,1,4,10,12.5,7.38,10,4,78,27,42,58,11,18,23,A,1,18,,F,U,"$182,100 ",24,$0 
1,11943,10,5,9,4,6,16,14.2,13.44,15.25,16,43,27,48,67,6,17,18,S,1,13,76,F,U,"$344,700 ",35,"$82,828 "
0,153565,,3,10,3,8,25,21.67,12.3,21.67,17,129,13,32,59,6,16,27,S,1,15,76,F,H,"$531,800 ",18,"$82,828 "
0,153582,,2,6,2,3,30,27.5,24.17,27.5,18,80,13,35,53,6,17,22,A,0,14,51,F,H,"$185,100 ",41,"$64,944 "
1,153624,10,1,28,1,15,10,10,5.29,10,20,127,11,27,75,4,10,28,A,1,15,65,M,H,"$224,200 ",36,"$66,798 "
1,5321,25,4,9,2,3,25,25,25,25,8,44,31,44,69,8,15,14,A,1,12,43,U,H,"$222,000 ",29,"$66,798 "
1,1959,50,3,3,2,2,30,35,35,37.5,15,29,24,36,41,9,14,14,F,0,15,39,F,H,"$267,000 ",16,"$71,604 "
0,190462,,5,14,4,11,15,11.2,8.86,11.25,17,102,4,12,33,2,6,17,E,1,1,61,F,U,"$213,500 ",21,$0 
0,153647,,3,4,1,2,10,9,8,10,16,41,13,32,32,6,14,13,A,0,12,51,F,U,"$267,400 ",25,$0 
0,153637,,1,1,1,1,20,20,20,20,17,17,11,16,14,5,7,6,F,0,15,,M,U,"$267,000 ",16,$0 
0,152938,,3,26,2,15,15,11,8.08,9,15,129,8,22,71,3,9,26,S,1,22,49,F,U,"$283,500 ",11,$0 
1,153689,20,3,4,2,3,20,11.67,9.5,15,17,40,12,32,33,6,15,14,A,0,14,67,F,H,"$243,000 ",36,"$60,058 "
1,14981,25,1,3,0,2,20,20,20,,18,41,7,15,17,2,2,7,E,0,42,,M,U,$0 ,52,$0 
0,9124,,4,17,2,7,18,16.75,12.71,17,19,88,16,37,86,6,16,25,A,1,11,80,M,H,"$240,600 ",29,"$60,058 "
1,153743,26,5,17,2,8,30,22.8,16.35,16,19,79,13,33,64,5,15,25,E,1,15,38,M,H,"$132,500 ",25,"$63,407 "
0,153718,,2,2,1,1,25,25,25,25,17,23,13,21,19,6,10,8,N,0,27,46,F,H,"$180,400 ",33,"$63,407 "
0,165978,,2,3,0,1,15,15,11.67,,19,45,9,25,30,4,4,11,A,0,29,87,F,H,"$209,200 ",45,"$78,995 "
1,153818,10,4,35,2,18,10,10.75,9.83,10.5,15,130,10,30,82,5,15,32,S,1,13,,F,U,"$278,000 ",50,$0 
0,153803,,1,6,0,1,15,15,9.17,,25,76,9,28,48,4,4,19,A,0,24,68,F,H,"$246,500 ",22,"$78,995 "
1,153776,25,2,2,1,1,50,35,35,20,19,24,13,24,21,6,11,9,N,0,29,67,U,U,"$121,100 ",37,$0 
1,153771,25,1,1,0,0,20,20,20,,16,16,12,17,14,5,5,6,F,0,24,65,F,H,"$211,100 ",31,"$78,995 "
0,190434,,2,14,1,9,10,11.5,8.29,10,20,94,4,12,39,2,6,18,E,1,13,,F,U,"$278,600 ",54,$0 
0,153849,,1,6,0,3,15,15,9.83,,26,123,8,20,55,3,3,22,A,0,24,37,M,U,"$260,900 ",25,$0 
0,153834,,2,3,2,3,21,18,19.67,18,21,47,7,26,32,4,13,13,A,0,27,,F,H,"$156,300 ",22,"$81,101 "
1,153864,20,3,9,1,3,16,14.67,9.89,16,17,65,13,34,52,6,16,20,A,0,11,45,F,H,"$337,000 ",17,"$110,715 "
0,153853,,1,3,1,2,25,25,12.33,25,19,45,13,24,26,6,12,12,A,0,11,55,M,H,"$337,000 ",17,"$110,715 "
1,153888,10,1,10,0,5,20,20,19,,18,80,13,32,65,6,6,25,A,1,11,59,F,H,"$184,300 ",38,"$99,212 "
0,153871,,1,1,0,0,15,15,15,,16,16,11,16,13,4,4,5,F,0,11,55,F,H,"$308,300 ",32,"$99,212 "
1,153898,10,5,6,2,3,10,6.6,6,10,17,40,13,30,32,6,14,13,S,1,4,,F,U,"$87,500 ",29,$0 
0,153895,,1,1,0,0,15,15,15,,20,20,10,17,15,4,4,6,F,0,4,49,M,U,"$87,500 ",29,$0 
1,155478,15,5,6,3,3,10,15,14.17,15.33,18,29,13,27,25,6,13,11,A,0,30,44,F,H,$0 ,56,$0 
1,153957,5,3,6,2,3,12,12.33,9,11,16,68,14,32,46,6,13,16,A,0,19,41,F,H,"$148,800 ",24,"$44,236 "
0,153982,,2,2,1,1,30,27.5,27.5,25,17,30,13,28,24,6,13,11,A,0,21,,M,H,"$138,000 ",19,"$28,306 "
0,154007,,1,2,1,1,25,25,17.5,25,19,31,13,27,24,6,12,10,A,0,30,,M,H,"$104,100 ",18,"$37,318 "
0,154000,,4,15,2,9,6,8.5,7.63,8.5,15,127,24,43,75,10,19,33,F,1,34,75,M,U,"$199,300 ",32,$0 
1,149299,10,2,12,1,7,20,17.5,11.33,20,22,122,12,33,70,6,16,32,A,1,3,72,M,U,"$353,100 ",38,$0 
1,154067,10,3,12,2,7,10,8.33,8.42,10,20,125,13,31,70,5,13,29,A,1,0,,F,U,"$96,700 ",0,$0 
0,147692,,3,3,3,3,16,12,12,12,21,33,10,26,27,4,12,11,A,1,13,17,M,H,"$131,900 ",34,"$60,150 "
0,173688,,4,12,3,6,10,8.75,7.67,9.67,16,104,14,33,55,6,15,26,A,0,42,64,M,U,"$158,500 ",22,$0 
0,154079,,4,4,2,2,15,12.25,12.25,13.5,19,32,12,27,26,6,13,11,A,1,40,62,F,H,"$98,600 ",40,"$39,847 "
0,149851,,6,13,4,6,9,10.33,8.92,10,22,57,13,33,46,6,17,20,A,0,2,,M,U,"$71,800 ",32,$0 
1,6457,15,6,35,4,20,11,10,6.09,10.25,25,130,18,38,96,5,15,33,A,1,37,,F,U,"$95,600 ",49,$0 
0,154117,,2,13,0,6,25,25,15,,18,112,13,34,70,6,6,33,A,0,35,52,M,H,"$195,900 ",32,"$40,727 "
0,154130,,2,15,0,8,14,13,8.33,,26,124,9,29,69,4,4,29,A,1,49,61,M,U,"$70,100 ",24,$0 
0,154131,,1,1,1,1,20,20,20,20,17,17,11,16,14,5,7,6,F,0,35,65,F,H,"$143,000 ",28,"$35,744 "
0,154157,,3,15,1,7,10,10.33,9.73,10,18,93,12,32,65,5,14,25,A,1,52,59,F,U,"$67,700 ",5,$0 
0,154151,,3,4,3,4,16,12,9.75,12,24,40,11,30,32,6,15,14,A,1,38,,F,H,"$84,700 ",11,"$30,226 "
1,154150,14,3,3,2,2,20,11.33,11.33,12.5,20,32,12,28,26,6,13,11,A,0,46,49,M,H,"$75,500 ",13,"$30,226 "
